identifier,lease,lag_lease,lag_market_value,lag_dividend,lag_loss,lag_cash,lag_tax_rate,lag_big4_auditor
1266,0.076100596,0.099956582,5.639641563,0.004740184,1,0.008099107,0.096322,0
1266,0.045108662,0.075338551,5.624594957,0.004657292,0,0.059656796,0.21,0
1300,0.586016709,0.640765674,11.28715757,0.034187688,0,0.110613188,0.350285,1
1300,0.544823256,0.533742105,11.38666676,0.034776345,0,0.144849112,0.35,1
1300,0.353612744,0.496741711,11.65406059,0.035378113,0,0.18214424,0.371431,1
1300,0.337527911,0.363491596,11.47620704,0.039447493,0,0.188842539,0.21,1
1327,0.64257676,0.405979459,9.681915453,0.033338711,0,0.28058289,0.35,1
1327,0.549878093,0.619909737,9.552388889,0.052082793,0,0.281708772,0.35,1
1327,0.472275669,0.463529823,9.834024392,0.046834004,0,0.353507084,0.35,1
1327,0.552920955,0.44730684,9.686074675,0.050363437,0,0.21276067,0.21,1
1380,1.099575961,1.971048399,9.537303979,0.00839304,1,0.079426817,0.301742,1
1380,1.352154013,1.313720695,9.889196808,0.011075784,1,0.095454387,0.349542,1
1380,1.535998615,1.674454829,9.612841985,0.013715819,1,0.209717895,0.293814,1
1380,0.933140484,1.65632436,9.37611897,0.01395045,1,0.125694023,0.014689,1
1393,0.448082303,0.693419478,8.776241688,0.002851208,0,0.076634253,0.35,0
1393,0.332951977,0.377794613,8.854541399,0.012018563,0,0.083991301,0.35,0
1393,0.287215177,0.288522875,8.919235585,0.004164647,0,0.079604799,0.350308,0
1393,0.194026511,0.251372827,8.819771876,0.003645208,0,0.075036115,0.21,0
1410,3.637547679,3.586380128,7.373631904,0.016745744,0,0.025816355,0.349985,1
1410,3.493775206,3.42802034,7.683776043,0.016175697,0,0.024548483,0.35,1
1410,2.116665792,2.090436972,7.91905102,0.010360384,0,0.016471699,0.35,1
1410,1.179875948,2.22467264,7.615605341,0.01268091,0,0.010778773,0.21,1
1439,0.801697438,0.856102499,6.674774955,0.020223138,0,0.007757903,0.35,1
1439,0.64992272,0.797140649,6.975547517,0.020186759,0,0.009035291,0.350004,1
1439,0.702925907,0.62911744,7.015843471,0.019587919,0,0.03371501,0.350071,1
1439,1.899676969,0.594789735,7.235313158,0.01667268,0,0.033726203,0.21,1
1562,0.640519566,0.65616016,5.626038387,0.084436864,0,0.463549968,0.377939,1
1562,0.727012083,0.629004418,5.575498017,0.084140312,0,0.511695094,0.38012,1
1562,0.709801444,0.668127495,5.783816628,0.086775915,0,0.573574684,0.350147,1
1562,0.519743503,0.6479919,5.967642031,0.081581935,0,0.484245083,0.21,1
1585,0.32691601,0.30053727,6.013529026,0.001289627,0,0.012454373,0.090767,0
1585,0.523309362,0.337243811,6.332242412,0.002016485,0,0.018301873,0.055226,0
1585,1.14042032,0.420095894,6.372283673,0.003265545,0,0.021167232,0.349634,0
1585,0.876029967,1.028998277,6.116822156,0.003945504,0,0.010391063,0.21,0
1598,0.495158698,0.513164469,9.443137089,0.012902335,0,0.057169073,0.35,1
1598,0.549243635,0.464744614,9.318999188,0.011726633,0,0.101012805,0.35,1
1598,0.552843076,0.500252435,9.726429868,0.010612406,0,0.082900807,0.35,1
1598,0.570657545,0.497559074,9.640525065,0.014881865,0,0.040863915,0.21,1
1602,0.217950151,0.177433777,11.71502367,0.035598525,0,0.438443054,0.35,1
1602,0.203540051,0.200963595,11.58925874,0.040192719,0,0.490621699,0.35,1
1602,0.205117943,0.197613628,11.74078253,0.043612577,0,0.521274733,0.35,1
1602,0.236388822,0.246928451,11.71639051,0.052427126,0,0.441218983,0.21,1
1632,0.486082339,0.308403442,9.839541246,0.069533648,0,0.428894316,0.35,1
1632,0.524385724,0.430700159,9.891099188,0.064386713,0,0.508864685,0.349937,1
1632,0.185859011,0.19769367,10.42396049,0.028480707,0,0.04956357,0.35,1
1632,0.390170476,0.192143886,10.34129379,0.034391912,0,0.039931532,0.21,1
1659,0.849645691,0.869059866,6.784737883,0.006867023,1,0.032639976,0.058904,1
1659,0.751954118,0.897687215,7.14032332,0.007843791,0,0.028260308,0.125386,1
1659,0.785162836,0.776468608,6.784040743,0.008394555,0,0.016148605,0.350002,1
1659,1.176628959,0.709781719,6.747217515,0.008153836,0,0.009445222,0.21,1
1678,0.297208364,0.228213565,9.729798943,0.020061565,1,0.077857977,0.002544,1
1678,0.239797504,0.248678893,10.08926383,0.016830232,1,0.061148364,0.317809,1
1678,0.278259283,0.24632789,9.6855753,0.017379801,0,0.076087948,0.131898,1
1678,0.764525994,0.282642943,9.19378102,0.017607265,0,0.033083125,0.21,1
1686,1.360820969,1.526165047,7.194393682,0.019722019,0,0.085795931,0.352451,1
1686,1.736888537,1.26688367,7.043467397,0.020053541,0,0.137872658,0.350001,1
1686,1.833282781,1.455283703,7.40243907,0.01869222,0,0.035486798,0.350001,1
1686,1.456295485,1.407093669,7.102282147,0.016035097,0,0.019350106,0.21,1
1690,0.319816579,0.265767921,12.1382289,0.04002699,0,0.143215172,0.35,1
1690,0.380184403,0.288790933,12.07333879,0.037887878,0,0.208759474,0.349999,1
1690,0.34583914,0.325856138,12.13933304,0.034112315,0,0.197647868,0.35,1
1690,0.357098913,0.354911477,12.19062037,0.03755554,0,0.181286486,0.21,1
1704,0.169845832,0.1633133,9.87576686,0.031486804,0,0.324340214,0.35001,1
1704,0.226213326,0.178228681,10.3529134,0.029887579,0,0.256992048,0.353707,1
1704,0.257479788,0.16993666,10.99902512,0.02204027,0,0.374684587,0.361687,1
1704,0.253193046,0.281325606,10.36706307,0.039047994,0,0.226748439,0.21,1
1706,2.009875883,1.802168345,7.146281224,0.001403859,0,0.103148785,0.354891,1
1706,1.941023391,2.280702484,7.24770277,0.001633926,1,0.124505559,0.350017,1
1706,1.938093088,1.845802941,7.270488271,0.001575525,1,0.151336724,0.35045,1
1706,1.066603301,1.984692217,7.493305445,0.001646484,1,0.169097127,0.21,1
1712,1.389044515,1.278539166,5.701505284,0,0,0.071955983,0.38050645,0
1712,1.161592474,1.23074711,5.815546544,0,0,0.028719715,0.366539,0
1712,1.121206381,1.036581268,5.793618608,0,0,0.009250716,0.362311,0
1712,1.122230034,1.112229065,5.257926529,0,1,0.02041107,0.21,0
1722,0.54784969,0.5777324,9.990793053,0.017107852,0,0.163408621,0.350004,1
1722,0.545651135,0.553194699,10.17188932,0.017626795,0,0.149010536,0.352093,1
1722,0.535495333,0.543002277,10.0134427,0.018266897,0,0.140880314,0.350157,1
1722,0.614698896,0.524085911,10.03898956,0.018563417,0,0.159405383,0.21,1
1743,1.422192731,1.163741806,6.315543554,0.005413692,0,0.180499149,0.204104,1
1743,1.353748725,1.371077075,6.56256958,0.006349657,0,0.131359581,0.056087,1
1743,1.400807386,1.298584328,6.820859895,0.006051371,0,0.135594201,0.358389,1
1743,1.466706427,1.242828399,6.776062903,0.005355921,0,0.195871835,0.21,1
1773,0.550294772,0.489796827,8.502324831,0,0,0.020971546,0.349999,1
1773,0.528340604,0.504414711,8.754554691,0,0,0.037611307,0.361395,1
1773,0.520992499,0.455924624,8.860957818,0,0,0.044347414,0.351417,1
1773,0.426445695,0.482275382,8.678277399,0,0,0.028638903,0.21,1
1794,0.516693164,0.39745628,8.816043664,0.009737679,0,0.127881558,0.368,1
1794,0.319686501,0.536248324,8.880293449,0.010003094,1,0.125605857,0.346433,1
1794,0.35971223,0.35971223,8.307503727,0.008934788,0,0.069157577,0.233551,1
1794,0.339311682,0.375666505,8.556283127,0.007270965,0,0.039263209,0.21,1
1820,0.403605543,0.343064711,4.68585069,0.028629087,0,0.311206781,0.339739,0
1820,0.475866757,0.384797917,4.746634852,0.026268871,0,0.261906289,0.341293,0
1820,0.867746369,0.443435128,4.638915881,0.024884958,0,0.296671248,0.336538,0
1820,0.469287811,0.593559147,4.514895308,0.01589365,0,0.095558117,0.21,0
1823,0.390648723,0.401153563,6.947893552,8.86346E-05,0,0.030465676,0.35,1
1823,0.685205777,0.393815443,6.892278611,0.000132375,0,0.029620547,0.35,1
1823,0.640935056,0.562669507,7.058531007,0,0,0.024341129,0.350014,1
1823,0.632293711,0.608928018,6.900183536,8.77827E-05,0,0.021457709,0.21,1
1864,1.693333494,1.770018207,5.872688444,0,0,0.327523301,0.358071,1
1864,1.587801526,1.546614276,6.300345019,0,0,0.415630011,0.350171,1
1864,1.413136089,1.50543787,6.284346638,0,0,0.399574827,0.21,1
1878,1.241401766,1.127437014,9.414026652,0,0,0.412389597,0.021657,1
1878,1.100574765,1.106014179,9.259740636,0,1,0.408119232,0.004977,1
1878,1.29634647,1.265084096,9.793628154,0,1,0.395969238,0.000311,1
1878,1.852392065,1.512057565,10.13617922,0,1,0.321664722,0.032002,1
1891,0.320744175,0.270609021,10.52994114,0.028000181,0,0.050313345,0.35,1
1891,0.241355622,0.243187543,10.64220923,0.021884589,0,0.073611175,0.35,1
1891,0.288058096,0.283485745,10.72754676,0.027124798,0,0.074868209,0.35,1
1891,0.39877375,0.288767199,10.98292776,0.030197877,0,0.058597363,0.21,1
1913,0.967656095,1.042649442,8.637177337,0.032198757,0,0.042673634,0.355313,1
1913,1.09635156,0.90983532,8.732475198,0.032412883,0,0.051633154,0.370422,1
1913,0.9285756,0.938309097,9.221187164,0.030271175,0,0.051607,0.350045,1
1913,0.888459681,0.921294061,8.93731791,0.033800097,0,0.054292612,0.21,1
1919,0.886031634,0.918615109,8.624964705,0.008086146,0,0.086347876,0.34992,1
1919,0.591762935,0.851358186,8.548488059,0.007882165,0,0.091770097,0.358903,1
1919,0.759485789,0.685730086,8.473322655,0.009140284,0,0.115232718,0.350152,1
1919,0.715964465,0.767616857,8.51071913,0.009196251,1,0.064721791,0.21,1
1926,0.728989,0.742330673,7.06368789,0.015900072,0,0.024043829,0.351569,0
1926,0.673906389,0.694549666,7.17521194,0.015743804,0,0.040870638,0.35,0
1926,0.750225753,0.677718929,7.328298538,0.01702223,0,0.01155814,0.351628,0
1926,0.766575667,0.713473623,6.966425192,0.017193003,0,0.020280896,0.21,0
1968,0.68555193,0.531112861,6.746435336,0.031672668,0,0.022963317,0.350313,1
1968,0.700030598,0.696885035,6.980956529,0.035639221,0,0.02098376,0.35,1
1968,0.86054829,0.624925012,7.238416522,0.03630845,0,0.02849944,0.35,1
1968,0.723214945,0.858435768,7.267487737,0.041439707,0,0.033323911,0.21,1
1979,0.276434001,0.258617853,7.558434111,0.012172855,0,0.096224225,0.35,0
1979,0.345446994,0.256792456,7.888008626,0.012734207,0,0.040735759,0.35,0
1979,0.357500135,0.340066166,7.855859357,0.013972081,0,0.041941148,0.35,0
1979,0.327506356,0.351045238,7.834890041,0.015473503,0,0.055299051,0.21,0
1988,0.450035798,0.338549657,9.244614155,0.007190345,0,0.022910913,0.35,1
1988,0.278241514,0.272058369,9.482435259,0.005008347,0,0.036913374,0.35,1
1988,0.384413769,0.262100297,9.491224077,0.007338808,0,0.026675986,0.365108,1
1988,0.398695179,0.398695179,9.643106904,0.008336354,0,0.043977286,0.21,1
2049,0.382275085,0.369519649,7.552891646,0.012695296,0,0.040703906,0.35,1
2049,0.557931341,0.36874181,7.844354722,0.012834854,0,0.031085749,0.349999,1
2049,0.504329345,0.504117992,8.124809959,0.012491356,0,0.061414811,0.35,1
2049,0.422574823,0.424746437,7.920275433,0.049226229,0,0.035856204,0.21,1
2080,9.956714553,8.974209235,5.835762798,0.02076852,0,0.210208712,0.306789,1
2080,10.62001603,10.10971477,5.741409451,0.026395512,0,0.209399605,0.346472,1
2080,11.47956752,10.06032381,6.021846312,0.028139766,0,0.262381361,0.346241,1
2080,12.69746023,11.56250321,5.399988364,0.01728495,0,0.192397502,0.21,1
2086,0.615017878,0.710369487,9.947171284,0.033134684,0,0.350941597,0.350158,1
2086,0.829795446,0.829795446,10.08272459,0.017753763,0,0.180174965,0.3804176,1
2086,0.712991643,0.753900999,10.46313401,0.019519607,0,0.198351937,0.054038,1
2086,0.716066748,0.780001279,10.42719764,0.025062336,0,0.117128061,0.21,1
2101,1.916419042,1.735230333,7.366592577,0.029730977,0,0.048412229,0.35,1
2101,2.209474991,2.095191801,7.474790889,0.04134461,0,0.045607373,0.35,1
2101,2.745757948,2.089946995,7.742996919,0.032433815,0,0.075711573,0.35,1
2101,1.474664015,1.666855519,7.906552923,0.020195639,0,0.023690348,0.21,1
2111,0.275913497,0.298284862,10.2382058,0.01808352,0,0.053840418,0.35,1
2111,0.261861956,0.289220668,10.55411316,0.021965137,0,0.061283514,0.35,1
2111,0.283563895,0.1775587,10.70695074,0.017093338,0,0.376291938,0.35,1
2111,0.226328287,0.198501039,11.15634286,0.014377412,0,0.023245028,0.21,1
2124,1.105771442,1.349889525,5.324732056,0.00551097,0,0.144869517,0.350006,1
2124,1.363593757,1.521066692,5.917910306,0.007615879,1,0.172027464,0.367512,1
2124,1.707302934,1.349286402,5.713587415,0.007603214,1,0.160815276,0.346692,1
2124,1.627194921,1.660113094,5.420349761,0.007480993,0,0.121551483,0.21,1
2136,1.15353172,1.121648136,12.1382289,0.037115762,0,0.02072433,0.35,1
2136,1.347366697,1.155704808,12.07333879,0.038143992,0,0.011794578,0.35,1
2136,1.572276904,1.279443734,12.13933304,0.037041646,0,0.008084996,0.35,1
2136,1.547791216,1.526645496,12.19062037,0.03720514,0,0.014318674,0.21,1
2176,0.242097429,0.24390818,12.1382289,0,0,0.142417389,0.35,1
2176,0.214221057,0.215348536,12.07333879,0,0,0.152923232,0.35,1
2176,0.19370598,0.189433054,12.13933304,0,0,0.173949394,0.35,1
2176,0.194124279,0.192146302,12.19062037,0,0,0.167914676,0.21,1
2184,5.329050865,5.722338752,9.423164751,0.016452543,0,0.266911379,0.35,1
2184,5.939788446,6.013758414,9.109762564,0.037280864,0,0.25637991,0.350271,1
2184,5.708718245,5.795323326,9.536078645,0.036446305,0,0.296911085,0.350005,1
2184,5.364395739,6.061767185,9.936685515,0.031496666,0,0.255345237,0.21,1
2220,1.134299437,1.110050755,8.311658097,0,0,0.212978056,0.35,1
2220,1.020645609,1.093363362,8.592540999,0,0,0.219192085,0.35,1
2220,1.039079694,0.919725945,8.869120329,0,0,0.177986395,0.35,1
2220,0.730698683,0.791293208,8.842227148,0,0,0.151569541,0.21,1
2269,4.7287517,4.367234942,9.026936149,0.048713077,0,0.562248252,0.362677,1
2269,8.741520938,7.471651897,8.403640169,0.070575185,0,0.350637821,0.362381,1
2269,8.543198714,9.272568138,8.543984885,0.069453415,0,0.414808538,0.358211,1
2269,7.391874239,7.327817166,8.663174553,0.063824341,0,0.529673675,0.21,1
2285,0.246801119,0.254215744,11.47612832,0.027275231,0,0.127658673,0.103798,1
2285,0.240008,0.258897519,11.47291797,0.032245519,0,0.111437048,0.354037,1
2285,0.294585901,0.233935863,12.06855223,0.038512774,0,0.108216997,0.350085,1
2285,0.244548778,0.231767483,12.11759231,0.034944061,0,0.072972674,0.21,1
2312,4.999706394,5.177866773,8.729509352,0.062977991,0,0.131874501,0.35,1
2312,4.807952436,4.78877327,8.73776346,0.064407125,0,0.146347156,0.349881,1
2312,4.724667917,4.577569247,8.839487674,0.064838009,0,0.15783682,0.350266,1
2312,4.08875638,4.636179869,8.826332639,0.055939871,0,0.145331005,0.21,1
2342,0.991828333,0.991828333,4.299990316,0.109444202,0,0.028476078,0.358754,0
2342,0.998398794,0.998398794,4.301389896,0.110169225,0,0.046183793,0.33833,0
2342,1.073381489,1.073381489,4.302333507,0.118443259,0,0.120029704,0.345582,0
2342,0.892455637,1.100003459,4.355507172,0.121380885,0,0.109550659,0.21,0
2352,1.52818194,1.797163789,7.095931663,0.038550302,0,0.107716928,0.350202,1
2352,1.67208831,1.555896563,7.391282304,0.039089471,0,0.135280527,0.350649,1
2352,1.411700182,1.662123187,7.441273233,0.039877245,0,0.127538628,0.366121,1
2352,1.745620102,1.402740576,7.594078731,0.04056367,0,0.171654536,0.139418,1
2390,0,0.034146262,4.414348606,0,0,0.077580941,0.344184,0
2390,0,0.043154871,4.639246922,0,0,0.080053637,0.352963,0
2390,0,0.032784433,4.755078738,0,0,0.124137578,0.359007,0
2390,0,0.038234367,5.025225143,0,0,0.080586044,0.167873,0
2393,0.949236512,1.004892519,6.750684119,0.01553159,0,0.081146733,0.336911,1
2393,0.95491969,0.950732048,6.818411606,0.01621304,0,0.061674357,0.350058,1
2393,1.10821728,0.958663082,6.938282544,0.016577773,0,0.042527838,0.346737,1
2393,1.416446094,1.113599628,6.620720157,0.016586956,1,0.03408529,0.05089,1
2403,0.38742598,0.422073831,11.65103831,0.078524631,0,0.134496661,0.35655,1
2403,0.418310737,0.364909366,11.48977638,0.075859614,0,0.188388169,0.350375,1
2403,0.363625525,0.42025573,11.51362762,0.076689219,0,0.203034187,0.224178,1
2403,0.471617218,0.348710913,11.34842056,0.075172926,0,0.253930143,0.21,1
2435,0.429286907,0.405437634,9.84325978,0.061054138,0,0.088242309,0.35,1
2435,0.406406885,0.430313172,9.854639132,0.063590724,0,0.062873536,0.35,1
2435,0.389189189,0.367567568,9.807799525,0.059243243,0,0.039351351,0.35,1
2435,0.46221865,0.361736334,10.20193507,0.155345659,0,0.048030547,0.21,1
2436,13.12692511,12.60128927,7.124574297,0.010056607,0,0.057776386,0.374066,1
2436,14.22041965,12.25559589,7.067814867,0.009401353,0,0.093262376,0.350398,1
2436,12.0015753,12.56296292,7.186229274,0.008204583,0,0.040930052,0.350741,1
2436,11.67512077,11.88762031,7.151068825,0.008074982,0,0.047328649,0.21,1
2444,1.192704203,1.059476606,8.430973784,0.015321174,0,0.216177637,0.237023,1
2444,1.14470119,1.14470119,8.491126217,0.016866076,0,0.142904984,0.308677,1
2444,1.200047645,1.11964743,8.483386768,0.018045381,0,0.136680364,0.114528,1
2444,0.52500175,0.940336468,8.301487572,0.015820053,0,0.070980237,0.21,1
2448,0.836744587,0.920230529,6.328086772,0.009603576,0,0.032634924,0.350499,1
2448,1.092138384,0.838259377,6.671958006,0.010111993,0,0.042444469,0.353998,1
2448,0.921141118,1.023405858,6.884641809,0.01000273,0,0.052894509,0.376181,1
2448,0.969461767,0.910486905,6.814199897,0.010481782,0,0.088268625,0.21,1
2497,3.190262421,2.550849484,7.238633426,0,1,0.001695125,0.348702,0
2497,2.849394873,2.946783231,8.0574387,0,0,0.012178885,0.353554,0
2497,2.124637533,2.230377595,8.307263662,0,0,0.009916451,0.36383,0
2497,2.000021171,1.945966545,8.033476225,0,0,0.006176192,0.21,0
2504,2.230309817,2.654908548,6.312451431,0,1,0.170399403,0.315171,1
2504,2.344677483,2.364463791,6.618732308,0,1,0.183320142,0.187596,1
2504,1.907646318,1.864380113,6.019991264,0,1,0.288664254,0.186881,1
2504,3.141276042,1.973470052,6.387372464,0,0,0.24617513,0.087932,1
2536,1.172997465,1.763277134,7.271834094,0,1,0.130071747,0.25,1
2536,1.623604491,1.349046701,7.413715261,0,0,0.164916437,0.25,1
2536,1.33855742,1.512225626,7.709309101,0,0,0.142744087,0.356,1
2536,0.997061822,1.366546124,7.476625399,0,0,0.117658588,0.21,1
2556,1.745224947,1.504493122,5.640919349,0.018993579,0,0.34340314,0.347851,1
2556,2.121474158,1.742674058,5.530475207,0.021824565,0,0.257264637,0.350279,1
2556,2.645978408,1.938418722,5.461859692,0.021447903,0,0.199366734,0.353306,1
2556,2.880708019,2.457638258,5.072670685,0.020003396,1,0.160355762,0.006358,1
2573,1.268193038,1.846965699,3.607575732,0.034428462,1,0.237913865,0.113058,0
2573,1.749235223,1.223643419,3.691126153,0.034286653,0,0.269016774,0.298971,0
2573,0.741582949,1.445832202,3.793020047,0.029222102,0,0.235626527,0.324831,0
2573,0.859339665,0.790592492,3.970972336,0.034753505,0,0.45421981,0.21,0
2574,0.222609093,0.216901167,10.12883221,0.019578184,0,0.041039984,0.350033,1
2574,0.192014458,0.220251878,10.41479828,0.019201446,0,0.028802169,0.35,1
2574,0.162287697,0.190268334,10.79856902,0.019810291,0,0.011723887,0.35,1
2574,0.157913365,0.157913365,10.83631133,0.020447058,0,0.030248577,0.21,1
2577,0.957381546,0.696089711,6.352884973,0.010862717,0,0.324142333,0.355395,0
2577,0.701375515,0.89531135,6.598330266,0.010123682,0,0.21982936,0.039225,0
2577,0.715032166,0.672786161,6.743061634,0.009759198,0,0.210436987,0.238961,0
2577,0.814639066,0.703759157,6.74279029,0.009625397,0,0.184069767,0.21,0
2593,0.682926829,0.682926829,7.586384827,0.018211382,1,0.02504065,0.350002,1
2593,0.821287779,0.689881735,8.089629246,0.021353482,0,0.065703022,0.350289,1
2593,0.663850332,0.754375377,8.147035534,0.023234762,0,0.084490042,0.351992,1
2593,0.709001233,0.678175092,8.239122974,0.024660912,1,0.053945746,0.21,1
2596,2.016139431,1.448459312,7.578781465,0,0,0.010857458,0.350007,1
2596,1.607963803,1.646912065,7.695777286,0,0,0.012309456,0.35,1
2596,1.609043226,1.639316179,8.02583455,0,0,0.016757255,0.35,1
2596,2.008499318,1.559935214,8.334197616,0,0,0.016408185,0.21,1
2615,1.10405346,0.809408885,6.542052204,0,0,0.218940168,0.360914,0
2615,1.773063484,0.58200191,6.507684734,0,0,0.593465032,0.349187,0
2615,1.586959345,1.669774268,6.350360797,0,1,0.246063228,0.052133,0
2615,1.59938942,1.369364874,6.728390786,0,0,0.329820949,0.21,1
2628,0.085481692,0.078135609,7.015758425,0.014276333,0,0.004156992,0.196028,1
2628,0.05688827,0.079610407,7.393886593,0.013716624,0,0.010735795,0.173474,1
2628,0.033790996,0.050066141,7.685861156,0.012612507,0,0.034803996,0.349934,1
2628,0.068752766,0.038234367,7.736646733,0.012701466,0,0.01681465,0.21,1
2663,0.469773767,0.469773767,9.634699198,0.048831747,0,0.031277043,0.35,1
2663,0.484879418,0.484879418,9.861579552,0.04976394,0,0.037769555,0.350457,1
2663,0.970748123,0.491845716,9.674189476,0.055526793,0,0.041289154,0.350001,1
2663,0.419849955,0.516208961,9.418240328,0.029045358,0,0.015555097,0.21,1
2710,0.322229192,0.319587969,10.01313731,0,0,0.007269966,0.35,1
2710,0.245210728,0.287651046,10.24740357,0.014258768,0,0.00489832,0.350417,1
2710,0.288134864,0.223627059,10.33863413,0.016965553,0,0.009536404,0.35,1
2710,0.287262582,0.260970753,10.62673711,0.019509511,0,0.004396578,0.21,1
2751,0.394797956,0.341715878,10.21965504,0.015626037,0,0.156160839,0.35,1
2751,0.322372663,0.348748608,10.13138857,0.015503194,0,0.072358009,0.35,1
2751,0.281711209,0.27423215,10.11142487,0.014459513,0,0.173115277,0.35,1
2751,0.315386348,0.282846487,9.621686155,0.014617907,0,0.044129058,0.21,1
2771,0.462810753,0.462810753,8.644842397,0.018284818,0,0.103866872,0.35,1
2771,0.569872409,0.461445358,8.866003928,0.021307176,0,0.097155681,0.35,1
2771,0.31510623,0.426431186,8.857673955,0.017378014,0,0.071625344,0.35,1
2771,0.472452945,0.318143717,8.670075323,0.017812238,0,0.153089995,0.21,1
2787,0.351010014,0.330362366,7.573685537,0.013042431,0,0.024088923,0.351167,1
2787,0.311348101,0.365028809,7.335984638,0.012453924,0,0.029345453,0.346606,1
2787,0.316180814,0.302282756,7.467350947,0.011848094,0,0.023036031,0.034869,1
2787,0.422347855,0.302627203,7.816370002,0.011439973,0,0.018689724,0.21,1
2807,0.044737476,0.036842627,8.069546252,0.012574672,0,0.019652505,0.35,1
2807,0.042991063,0.043154871,8.383495385,0.012597262,0,0.02779563,0.350681,1
2807,0.034866372,0.038806636,8.37666725,0.012428057,0,0.025402122,0.35,1
2807,0.049078842,0.038234367,8.178085437,0.011256721,0,0.015469778,0.21,1
2817,0.268800082,0.301922366,10.58594286,0.022688765,0,0.084538263,0.367722,1
2817,0.282448062,0.282448062,10.90394868,0.024121868,1,0.09889698,0.351095,1
2817,0.266365219,0.274161274,11.45289841,0.02397287,0,0.111730464,0.350049,1
2817,0.235641774,0.26111656,11.20005206,0.025283725,0,0.10226853,0.21,1
2818,11.43391673,10.74015499,7.076455823,0.055708081,0,0.42843897,0.35,1
